UniqueID,TempID,Collector,SampleRound,Order,Family,Genus,SubGenus,Species,SubSpecies,PlantGenus,PlantSpecies,PlantFamily,Date,Dos,SampleRound.1,StartTime,EndTime,TempStart,TempEnd,WindStart,WindEnd,SkyStart,SkyEnd,Site,Country,State,County,Meadow,Forest,MtRange,Lat,Long,GenSp,PlantGenSp,Int,IntGen,PolSpec,PlantSpec,DateStart
SC_072112_93,93,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072112_95,95,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072112_94,94,LCP,2,Hymenoptera,Halictidae,Sphecodes,,sp.,a,Solidago,multiradiata,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Sphecodes sp. a,Solidago multiradiata,Sphecodes sp. a Solidago multiradiata,Sphecodes Solidago,0.250258512,0.645556202,7/21/12
SC_072112_96,96,LCP,2,Hymenoptera,Halictidae,Sphecodes,,sp.,b,Solidago,multiradiata,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Sphecodes sp. b,Solidago multiradiata,Sphecodes sp. b Solidago multiradiata,Sphecodes Solidago,0.343477323,0.645556202,7/21/12
SC_072112_98,98,LCP,2,Hymenoptera,Halictidae,Sphecodes,,sp.,b,Solidago,multiradiata,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Sphecodes sp. b,Solidago multiradiata,Sphecodes sp. b Solidago multiradiata,Sphecodes Solidago,0.343477323,0.645556202,7/21/12
SC_072112_87,87,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Sphecodogastra,occultum,,Solidago,multiradiata,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum occultum ,Solidago multiradiata,Lasioglossum occultum  Solidago multiradiata,Lasioglossum Solidago,0.161345463,0.645556202,7/21/12
SC_072112_97,97,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Dialictus,semicaeruleum,,Solidago,multiradiata,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum semicaeruleum ,Solidago multiradiata,Lasioglossum semicaeruleum  Solidago multiradiata,Lasioglossum Solidago,0.247794197,0.645556202,7/21/12
SC_072112_99,99,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Dialictus,semicaeruleum,,Solidago,multiradiata,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum semicaeruleum ,Solidago multiradiata,Lasioglossum semicaeruleum  Solidago multiradiata,Lasioglossum Solidago,0.247794197,0.645556202,7/21/12
SC_072112_101,101,LCP,2,Hymenoptera,Vespidae,Ancistrocerus,,bustamente,,Solidago,multiradiata,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Ancistrocerus bustamente ,Solidago multiradiata,Ancistrocerus bustamente  Solidago multiradiata,Ancistrocerus Solidago,0.508870142,0.645556202,7/21/12
SC_072112_102,102,LCP,2,Hymenoptera,Vespidae,Ancistrocerus,,bustamente,,Solidago,multiradiata,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Ancistrocerus bustamente ,Solidago multiradiata,Ancistrocerus bustamente  Solidago multiradiata,Ancistrocerus Solidago,0.508870142,0.645556202,7/21/12
SC_072112_103,103,LCP,2,Hymenoptera,Vespidae,Ancistrocerus,,bustamente,,Solidago,multiradiata,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Ancistrocerus bustamente ,Solidago multiradiata,Ancistrocerus bustamente  Solidago multiradiata,Ancistrocerus Solidago,0.508870142,0.645556202,7/21/12
SC_072112_104,104,LCP,2,Hymenoptera,Vespidae,Ancistrocerus,,bustamente,,Solidago,multiradiata,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Ancistrocerus bustamente ,Solidago multiradiata,Ancistrocerus bustamente  Solidago multiradiata,Ancistrocerus Solidago,0.508870142,0.645556202,7/21/12
SC_072112_105,105,LCP,2,Hymenoptera,Vespidae,Ancistrocerus,,bustamente,,Solidago,multiradiata,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Ancistrocerus bustamente ,Solidago multiradiata,Ancistrocerus bustamente  Solidago multiradiata,Ancistrocerus Solidago,0.508870142,0.645556202,7/21/12
SC_072112_100,100,LCP,2,Diptera,Syrphidae,Cheilosia,,sp.,a,Solidago,multiradiata,Asteraceae,7/21/12,11,2,9:33,14:00,74.6,66.3,2.7,0,clear,raining,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Cheilosia sp. a,Solidago multiradiata,Cheilosia sp. a Solidago multiradiata,Cheilosia Solidago,0.834168291,0.645556202,7/21/12
SC_072312_155,155,LCP,2,Hymenoptera,Apidae,Bombus,,ferrides,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus ferrides ,Solidago multiradiata,Bombus ferrides  Solidago multiradiata,Bombus Solidago,0.520998103,0.645556202,7/21/12
SC_072312_154,154,LCP,2,Hymenoptera,Apidae,Bombus,,huntii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus huntii ,Solidago multiradiata,Bombus huntii  Solidago multiradiata,Bombus Solidago,0.50242369,0.645556202,7/21/12
SC_072312_34,34,HLS,2,Hymenoptera,Apidae,Bombus,,morrisoni,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Bombus morrisoni ,Solidago multiradiata,Bombus morrisoni  Solidago multiradiata,Bombus Solidago,0.346980708,0.645556202,7/21/12
SC_072312_31,31,HLS,2,Hymenoptera,Halictidae,Halictus,,tripartitus,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Halictus tripartitus ,Solidago multiradiata,Halictus tripartitus  Solidago multiradiata,Halictus Solidago,0.412592477,0.645556202,7/21/12
SC_072312_17,17,HLS,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_21,21,HLS,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_22,22,HLS,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_28,28,HLS,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_29,29,HLS,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_160,160,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_161,161,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_162,162,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_164,164,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_165,165,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_173,173,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_174,174,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_175,175,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_176,176,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_177,177,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_178,178,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_179,179,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_180,180,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_181,181,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_182,182,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_183,183,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_184,184,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_185,185,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_186,186,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_187,187,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_192,192,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_194,194,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_196,196,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_199,199,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_200,200,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_201,201,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_202,202,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_203,203,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_205,205,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_206,206,LCP,2,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Lasioglossum sisymbrii ,Solidago multiradiata,Lasioglossum sisymbrii  Solidago multiradiata,Lasioglossum Solidago,0.552225291,0.645556202,7/21/12
SC_072312_150,150,LCP,2,Hymenoptera,Halictidae,Sphecodes,,sp.,b,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Sphecodes sp. b,Solidago multiradiata,Sphecodes sp. b Solidago multiradiata,Sphecodes Solidago,0.343477323,0.645556202,7/21/12
SC_072312_152,152,LCP,2,Hymenoptera,Halictidae,Sphecodes,,sp.,b,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Sphecodes sp. b,Solidago multiradiata,Sphecodes sp. b Solidago multiradiata,Sphecodes Solidago,0.343477323,0.645556202,7/21/12
SC_072312_153,153,LCP,2,Hymenoptera,Halictidae,Sphecodes,,sp.,b,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Sphecodes sp. b,Solidago multiradiata,Sphecodes sp. b Solidago multiradiata,Sphecodes Solidago,0.343477323,0.645556202,7/21/12
SC_072312_169,169,LCP,2,Hymenoptera,Halictidae,Sphecodes,,sp.,b,Solidago,multiradiata,Asteraceae,7/23/12,13,3,9:02,12:30,72.9,61.6,0.7,2.8,clear,bright overcast,SC,USA,New Mexico,Bernalillo,Kiwanis meadow,Cibola,Sandia Mts.,35.20635,106.443375,Sphecodes sp. b,Solidago multiradiata,Sphecodes sp. b Solidago multiradiata,Sphecodes Solidago,0.343477323,0.645556202,7/21/12
